1351046818.775,11213301,9.77,-8.239,0.51154,1.44,
1351046818.775,11455000,-9.708,-10.486,0.655505,2.778,
1351046818.775,11462501,10.869,-4.026,1.5972739999999999,2.301,
1351046818.775,11462502,38.402,-19.843,1.5927529999999999,-0.498,
1351046818.775,11462700,45.472,-18.027,0.662423,0.827,
1351046818.775,11465200,44.505,-19.204,0.826457,1.312,
1351046818.775,11465600,-17.38,-4.998,1.144483,0.547,
1351046818.775,11465800,45.07,-20.898,1.168382,-2.54,
1351046818.815,11213301,9.765,-8.238,0.5662229999999999,1.449,
1351046818.815,11455000,-9.702,-10.485,0.693034,2.702,
1351046818.815,11462501,10.871,-3.9370000000000003,1.444597,2.162,
1351046818.815,11462502,38.471000000000004,-19.859,1.598711,-0.444,
1351046818.815,11462700,45.487,-18.015,0.673784,0.797,
1351046818.815,11465200,44.541000000000004,-19.174,0.794337,1.269,
1351046818.815,11465600,-17.34,-4.9830000000000005,1.0690350000000002,0.509,
1351046818.815,11465800,45.071,-20.894000000000002,1.169416,-2.541,
1351046818.853,11213301,9.759,-8.238,0.5342480000000001,1.476,
1351046818.853,11455000,-9.712,-10.489,0.6558010000000001,2.84,
1351046818.853,11462501,10.88,-3.886,1.398463,2.201,
1351046818.853,11462502,38.541000000000004,-19.904,1.649671,-0.456,
1351046818.853,11462700,45.506,-17.994,0.6409790000000001,0.851,
1351046818.853,11465200,44.555,-19.16,0.675646,1.259,
1351046818.853,11465600,-17.318,-4.97,1.016465,0.512,
1351046818.853,11465800,45.02,-20.928,1.144867,-2.427,
1351046818.892,11213301,9.771,-8.199,0.579774,1.595,
1351046818.892,11455000,-9.699,-10.513,0.589551,2.848,
1351046818.892,11462501,10.877,-3.853,1.344174,2.177,
1351046818.892,11462502,38.624,-19.936,1.699091,-0.441,
1351046818.892,11462700,45.53,-17.984,0.6187590000000001,0.881,Y
1351046818.892,11465200,44.584,-19.123,0.726885,1.22,
1351046818.892,11465600,-17.234,-5.026,1.099188,0.376,
1351046818.892,11465800,44.980000000000004,-20.959,1.1670319999999998,-2.422,
1351046818.933,11213301,9.779,-8.173,0.5836230000000001,1.63,
1351046818.933,11455000,-9.707,-10.519,0.637284,2.813,
1351046818.933,11462501,10.861,-3.8040000000000003,1.330897,2.145,
1351046818.933,11462502,38.702,-19.978,1.756574,-0.353,
1351046818.933,11465200,44.566,-19.102,0.6907960000000001,1.203,
1351046818.933,11465600,-17.173000000000002,-5.048,1.090931,0.351,
