1351066534.989,17131500,9.837,-0.546,0.528243,-0.969,
1351066534.989,17132600,20.077,-11.159,0.85685,2.263,
1351066534.989,17145300,11.839,-7.739,0.563428,2.783,
1351066534.989,17145400,28.238,-16.379,1.471619,-0.252,
1351066534.989,17145901,16.002,-11.811,0.483536,2.802,
1351066534.989,17150800,15.581,-11.604000000000001,0.6002500000000001,-0.593,
1351066534.989,17151200,1.541,2.72,0.8555130000000001,-0.983,
1351066534.989,17153500,46.297000000000004,-20.145,0.8836900000000001,-1.969,
1351066535.028,17131500,9.841000000000001,-0.544,0.48830500000000004,-0.941,
1351066535.028,17132600,20.024,-11.128,0.857391,2.259,
1351066535.028,17145300,11.806000000000001,-7.697,0.656434,2.655,
1351066535.028,17145400,28.286,-16.395,1.430973,-0.287,
1351066535.028,17145901,16.007,-11.817,0.424902,2.703,
1351066535.028,17150800,15.585,-11.611,0.605244,-0.536,
1351066535.028,17151200,1.555,2.6710000000000003,0.834808,-1.029,
1351066535.028,17153500,46.297000000000004,-20.143,0.886811,-1.952,
1351066535.068,17131500,9.844,-0.543,0.520755,-1.009,
1351066535.068,17132600,19.995,-11.092,0.8648600000000001,2.191,
1351066535.068,17145300,11.795,-7.668,0.709597,2.458,
1351066535.068,17145400,28.310000000000002,-16.406,1.3055999999999999,-0.315,
1351066535.068,17145901,16.005,-11.794,0.471847,2.653,
1351066535.068,17150800,15.582,-11.61,0.681745,-0.589,
1351066535.068,17151200,1.549,2.642,0.865186,-1.132,
1351066535.068,17153500,46.289,-20.162,0.856871,-1.68,
1351066535.106,17131500,9.845,-0.526,0.49075599999999997,-0.977,
1351066535.106,17132600,19.975,-11.071,0.879333,2.208,
1351066535.106,17145300,11.792,-7.651,0.724664,2.392,
1351066535.106,17145400,28.339000000000002,-16.434,1.287527,-0.372,
1351066535.106,17145901,16.01,-11.782,0.512394,2.708,
1351066535.106,17150800,15.576,-11.617,0.7048540000000001,-0.583,
1351066535.106,17151200,1.569,2.611,0.883235,-1.139,
1351066535.106,17153500,46.293,-20.197,0.857769,-1.708,
1351066535.147,17131500,9.848,-0.514,0.472027,-0.93,
1351066535.147,17132600,20.225,-11.161,0.6183540000000001,2.294,
1351066535.147,17145300,11.8,-7.6610000000000005,0.588466,2.384,
1351066535.147,17145400,28.379,-16.47,1.267619,-0.359,
1351066535.147,17145901,16.008,-11.777000000000001,0.5730839999999999,2.659,
1351066535.147,17150800,15.577,-11.624,0.623874,-0.586,
1351066535.147,17151200,1.58,2.594,0.80092,-1.235,
1351066535.147,17153500,46.286,-20.218,0.7805940000000001,-1.684,
1351066535.184,17131500,9.847,-0.518,0.476315,-0.957,
1351066535.184,17132600,20.25,-11.169,0.551727,2.269,
1351066535.184,17145300,11.811,-7.662,0.6115170000000001,2.316,
1351066535.184,17145400,28.408,-16.479,1.132985,-0.306,
1351066535.184,17145901,16.013,-11.772,0.538929,2.71,
1351066535.184,17150800,15.574,-11.632,0.576296,-0.688,
1351066535.184,17151200,1.585,2.559,0.846298,-1.268,
1351066535.184,17153500,46.277,-20.245,0.760457,-1.684,
1351066535.223,17131500,9.847,-0.517,0.455241,-1.091,
1351066535.223,17132600,20.263,-11.177,0.46451,2.09,
1351066535.223,17145300,11.841000000000001,-7.687,0.665708,2.157,
1351066535.223,17145400,28.447,-16.482,1.161162,-0.279,
1351066535.223,17145901,16.007,-11.781,0.538775,2.68,
1351066535.223,17150800,15.584,-11.63,0.551772,-0.617,
1351066535.223,17151200,1.577,2.548,0.833564,-1.378,
1351066535.223,17153500,46.272,-20.262,0.7212670000000001,-1.778,
1351066535.262,17131500,9.84,-0.515,0.536504,-1.086,
1351066535.262,17132600,20.282,-11.174,0.399229,1.926,
1351066535.262,17145300,11.873000000000001,-7.69,0.747227,2.032,
1351066535.262,17145400,28.501,-16.492,1.160981,-0.232,
1351066535.262,17145901,15.991,-11.791,0.519835,2.714,
1351066535.262,17150800,15.571,-11.641,0.555168,-0.684,
1351066535.262,17151200,1.577,2.539,0.807142,-1.405,
1351066535.262,17153500,46.253,-20.292,0.827805,-1.827,
1351066535.298,17131500,9.849,-0.502,0.555695,-1.064,
1351066535.298,17132600,20.3,-11.177,0.373392,1.825,
1351066535.298,17145300,11.883000000000001,-7.676,0.738769,1.987,
1351066535.298,17145400,28.541,-16.509,1.1319000000000001,-0.334,
1351066535.298,17145901,15.981,-11.817,0.452625,3.019,
1351066535.298,17150800,15.562000000000001,-11.639000000000001,0.5227780000000001,-0.731,
1351066535.298,17151200,1.598,2.569,0.729678,-1.354,
1351066535.298,17153500,46.225,-20.314,0.886753,-2.005,
1351066535.337,17131500,9.84,-0.491,0.501938,-1.072,
1351066535.337,17132600,20.311,-11.178,0.38512,1.725,
1351066535.337,17145300,11.888,-7.656000000000001,0.6882809999999999,1.928,
1351066535.337,17145400,28.580000000000002,-16.54,1.158105,-0.409,
1351066535.337,17145901,15.963000000000001,-11.831,0.46873899999999996,-3.131,
1351066535.337,17150800,15.565,-11.638,0.520294,-0.748,
1351066535.337,17151200,1.607,2.572,0.681378,-1.363,
1351066535.337,17153500,46.186,-20.353,0.952045,-2.122,
1351066535.374,17131500,9.836,-0.47700000000000004,0.511049,-1.173,
1351066535.374,17132600,20.326,-11.184000000000001,0.38627300000000003,1.666,
1351066535.374,17145300,11.894,-7.636,0.646258,1.859,
1351066535.374,17145400,28.622,-16.556,1.139856,-0.439,
1351066535.374,17145901,15.974,-11.813,0.48852100000000004,3.027,
1351066535.374,17150800,15.561,-11.638,0.46848200000000007,-0.725,
1351066535.374,17151200,1.61,2.564,0.612813,-1.459,
1351066535.374,17153500,46.156,-20.39,0.990439,-2.087,
1351066535.413,17131500,9.842,-0.484,0.525279,-1.075,
1351066535.413,17132600,20.335,-11.182,0.408941,1.712,
1351066535.413,17145300,11.894,-7.604,0.694149,1.812,
1351066535.413,17145400,28.669,-16.577,1.149767,-0.38,
1351066535.413,17145901,15.987,-11.809000000000001,0.514418,3.128,
1351066535.413,17150800,15.565,-11.643,0.5326960000000001,-0.814,
1351066535.413,17151200,1.603,2.5500000000000003,0.634833,-1.441,
1351066535.413,17153500,46.134,-20.418,1.018069,-2.181,
1351066535.451,17131500,9.852,-0.496,0.519839,-0.991,
1351066535.451,17132600,20.315,-11.158,0.475852,1.709,
1351066535.451,17145300,11.892,-7.589,0.704948,1.755,
1351066535.451,17145400,28.713,-16.59,1.1099890000000001,-0.33,
1351066535.451,17145901,15.975,-11.819,0.583803,-2.999,
1351066535.451,17150800,15.564,-11.629,0.41008300000000003,-0.783,
1351066535.451,17151200,1.608,2.515,0.5893160000000001,-1.425,
1351066535.451,17153500,46.101,-20.445,1.025965,-2.208,
1351066535.488,17131500,9.867,-0.5,0.539802,-0.972,
1351066535.488,17132600,20.314,-11.165000000000001,0.42338,1.73,
